type flag cell s[m]    l[m]  strg1  strg2  magid  beta_x[m] alpha_x gamma_x nu_x eta_x etap_x  beta_y[m] alpha_y gamma_y nu_y eta_y etap_y
sth13      0 1 8.40850 0. 0. 0. 0 8.31704 3.24170 1.38374 0.22875 0.00203 -0.00261 31.54170 4.33278 0.62689 0.13719 0. 0.
skewQ4     0 1 8.57800 0. 0. 0. 0 7.25786 3.00715 1.38374 0.23222 0.00159 -0.00261 30.09090 4.22653 0.62689 0.13806 0. 0.
QC_        0 1 0.00000 0. 0. 0. 0 8.73180 6.36559 2.79433 0.22023 0.87271 0.00119 1.48173 28.80560 4.13011 0.09977 0. 0.
QC_cntr    0 1 8.88400 0. 0. 0. 0 5.51881 2.76028 1.56178 0.23991 0.00079 -0.00264 27.69940 3.14987 0.39429 0.13975 0. 0.
QC_out     0 1 9.03620 0. 0. 0. 0 4.69059 2.67254 1.73592 0.24467 0.00038 -0.00266 26.88180 2.23110 0.22237 0.14064 0. 0.
S1         0 1 9.19200 0. 0. 0. 0 3.89996 2.40209 1.73592 0.25047 -0.00003 -0.00266 26.19190 2.19646 0.22237 0.14158 0. 0.
BND_in     0 1 9.72641 0. 0. 0. 0 1.82832 1.47439 1.73592 0.28254 -0.00145 -0.00266 23.90780 2.07762 0.22237 0.14498 0. 0.
BND_1/4    0 1 10.20370 0. 0. 0. 0 0.89792 0.63454 1.56210 0.34305 0.03257 0.14511 19.94580 3.95207 0.83320 0.14846 0. 0.
BND_2/4    0 1 10.68090 0. 0. 0. 0 0.63468 -0.08701 1.58753 0.45149 0.13655 0.28983 16.36330 3.55443 0.83320 0.15266 0. 0.
BND_3/4    0 1 11.15820 0. 0. 0. 0 1.06159 -0.80095 1.54628 0.54983 0.30820 0.42818 13.16040 3.15678 0.83320 0.15784 0. 0.
BND_out    0 1 11.63540 0. 0. 0. 0 2.14136 -1.44489 1.44195 0.60090 0.54375 0.55713 10.33700 2.75913 0.83320 0.16435 0. 0.
SD         0 1 12.16780 0. 0. 0. 0 4.38869 -2.57263 1.73592 0.62868 0.86789 0.60880 6.76423 2.96899 1.45100 0.17449 0. 0.
Q3_in      0 1 12.32160 0. 0. 0. 0 5.22065 -2.83948 1.73592 0.63379 0.96147 0.60880 5.88572 2.74594 1.45100 0.17837 0. 0.
Q3_cntr    0 1 12.42780 0. 0. 0. 0 5.79257 -2.52551 1.27374 0.63686 1.02169 0.52357 5.36882 2.13249 1.03328 0.18138 0. 0.
Q3_out     0 1 12.53410 0. 0. 0. 0 6.28775 -2.11961 0.87357 0.63966 1.07259 0.43357 4.97365 1.59713 0.71393 0.18466 0. 0.
SF         0 1 12.84780 0. 0. 0. 0 7.70367 -2.39367 0.87357 0.64684 1.20861 0.43357 4.04181 1.37316 0.71393 0.19581 0. 0.
Q4_in      0 1 13.00200 0. 0. 0. 0 8.46237 -2.52833 0.87357 0.64987 1.27545 0.43357 3.63543 1.26311 0.71393 0.20221 0. 0.
Q4_cntr    0 1 13.10780 0. 0. 0. 0 8.87865 -1.38496 0.32867 0.65181 1.31189 0.25410 3.42703 0.71535 0.44112 0.20699 0. 0.
Q4_out     0 1 13.21370 0. 0. 0. 0 9.04307 -0.16073 0.11344 0.65369 1.32911 0.07090 3.32957 0.20978 0.31355 0.21199 0. 0.
stv14      0 1 13.35880 0. 0. 0. 0 9.09211 -0.17719 0.11344 0.65624 1.33940 0.07090 3.27528 0.16426 0.31355 0.21899 0. 0.
BPM14      0 1 13.48080 0. 0. 0. 0 9.13704 -0.19103 0.11344 0.65837 1.34805 0.07090 3.23987 0.12601 0.31355 0.22495 0. 0.
IB_in      0 1 13.89060 0. 0. 0. 0 9.31263 -0.23751 0.11344 0.66544 1.37710 0.07090 3.18925 -0.00247 0.31355 0.24530 0. 0.
IB_cent    0 1 14.11410 0. 0. 0. 0 9.47017 -0.26278 0.11289 0.66922 1.38850 0.00097 3.17495 -0.00320 0.31497 0.25648 0. 0.
IB_out     0 1 14.33760 0. 0. 0. 0 9.54680 -0.07953 0.10541 0.67296 1.37754 -0.09904 3.19211 -0.07360 0.31497 0.26767 0. 0.
Q4_in      0 1 15.01450 0. 0. 0. 0 9.98873 -0.36484 0.11344 0.68400 1.33087 -0.06895 3.34089 -0.21593 0.31328 0.30090 0. 0.
Q4_cntr    0 1 15.12030 0. 0. 0. 0 9.92069 1.00449 0.20250 0.68569 1.31384 -0.25240 3.43982 -0.72324 0.44278 0.30588 0. 0.
Q4_out     0 1 15.22620 0. 0. 0. 0 9.56757 2.31517 0.66475 0.68742 1.27756 -0.43216 3.65012 -1.27319 0.71806 0.31065 0. 0.
SF         0 1 15.38030 0. 0. 0. 0 8.86961 2.21270 0.66475 0.69008 1.21095 -0.43216 4.05970 -1.38388 0.71806 0.31702 0. 0.
Q3_in      0 1 15.69400 0. 0. 0. 0 7.54669 2.00415 0.66475 0.69619 1.07537 -0.43216 4.99867 -1.60915 0.71806 0.32811 0. 0.
Q3_cntr    0 1 15.80030 0. 0. 0. 0 7.06209 2.54168 1.05636 0.69850 1.02460 -0.52241 5.39669 -2.14733 1.03971 0.33138 0. 0.
Q3_out     0 1 15.90660 0. 0. 0. 0 6.47276 2.98669 1.53262 0.70100 0.96450 -0.60789 5.91709 -2.76415 1.46026 0.33437 0. 0.
SD         0 1 16.06030 0. 0. 0. 0 5.59073 2.75109 1.53262 0.70506 0.87105 -0.60789 6.80142 -2.98862 1.46026 0.33823 0. 0.
BND_in     0 1 16.59270 0. 0. 0. 0 3.09575 1.93510 1.53262 0.72549 0.54740 -0.60789 10.39770 -3.76608 1.46026 0.34831 0. 0.
BND_1/4    0 1 17.07000 0. 0. 0. 0 1.75444 1.14893 1.32238 0.75819 0.31241 -0.42710 13.24020 -3.17803 0.83835 0.35479 0. 0.
BND_2/4    0 1 17.54720 0. 0. 0. 0 0.93447 0.55656 1.40161 0.81875 0.14123 -0.28896 16.46460 -3.57813 0.83835 0.35994 0. 0.
BND_3/4    0 1 18.02450 0. 0. 0. 0 0.70748 -0.08444 1.42355 0.91816 0.03761 -0.14446 20.07090 -3.97823 0.83835 0.36411 0. 0.
BND_out    0 1 18.50170 0. 0. 0. 0 1.09331 -0.71807 1.38626 1.00907 0.00384 0.00321 24.05910 -4.37833 0.83835 0.36757 0. 0.
Q2_in      0 1 19.00180 0. 0. 0. 0 2.29870 -1.58841 1.53262 1.06015 0.00563 0.00357 26.20710 -2.20360 0.22345 0.37074 0. 0.
Q2_cntr    0 1 19.15010 0. 0. 0. 0 2.93337 -2.75953 2.93691 1.06932 0.00630 0.00552 25.58940 6.30019 1.59020 0.37164 0. 0.
Q2_out     0 1 19.29850 0. 0. 0. 0 3.98965 -4.47680 5.27408 1.07628 0.00728 0.00774 22.58930 13.59690 8.22853 0.37262 0. 0.
S1         0 1 19.45710 0. 0. 0. 0 5.54310 -5.31363 5.27408 1.08165 0.00851 0.00774 18.48160 12.29130 8.22853 0.37385 0. 0.
Q1_in      0 1 19.61110 0. 0. 0. 0 7.30422 -6.12561 5.27408 1.08550 0.00970 0.00774 14.89200 11.02450 8.22853 0.37533 0. 0.
Q1_cntr    0 1 19.76410 0. 0. 0. 0 8.79687 -3.43163 1.45235 1.08851 0.01059 0.00375 12.48870 4.99155 2.07513 0.37714 0. 0.
Q1_out     0 1 19.91720 0. 0. 0. 0 9.32201 0.06921 0.10779 1.09117 0.01084 -0.00047 11.71260 0.18015 0.08815 0.37917 0. 0.
S2         0 1 20.07410 0. 0. 0. 0 9.30294 0.05229 0.10779 1.09386 0.01077 -0.00047 11.65820 0.16631 0.08815 0.38131 0. 0.
stv15      0 1 20.24110 0. 0. 0. 0 9.28848 0.03429 0.10779 1.09672 0.01069 -0.00047 11.60510 0.15159 0.08815 0.38359 0. 0.
BPM15      0 1 20.34810 0. 0. 0. 0 9.28238 0.02276 0.10779 1.09855 0.01064 -0.00047 11.57370 0.14216 0.08815 0.38506 0. 0.
cntr       0 1 21.90410 0. 0. 0. 0 9.47253 -0.14496 0.10779 1.12508 0.00990 -0.00047 11.34470 0.00500 0.08815 0.40674 0. 0.
BPM16      0 1 23.46010 0. 0. 0. 0 10.18460 -0.31268 0.10779 1.15040 0.00917 -0.00047 11.54260 -0.13216 0.08815 0.42845 0. 0.
stv16      0 1 23.56710 0. 0. 0. 0 10.25280 -0.32421 0.10779 1.15207 0.00912 -0.00047 11.57190 -0.14159 0.08815 0.42992 0. 0.
S2         0 1 23.73410 0. 0. 0. 0 10.36410 -0.34221 0.10779 1.15465 0.00904 -0.00047 11.62160 -0.15631 0.08815 0.43222 0. 0.
Q1_in      0 1 23.89110 0. 0. 0. 0 10.47410 -0.35913 0.10779 1.15705 0.00897 -0.00047 11.67290 -0.17014 0.08815 0.43436 0. 0.
Q1_cntr    0 1 24.04410 0. 0. 0. 0 9.96650 3.60942 1.40751 1.15941 0.00863 -0.00394 12.44330 -4.96412 2.06074 0.43640 0. 0.
Q1_out     0 1 24.19720 0. 0. 0. 0 8.35180 6.72930 5.54174 1.16205 0.00777 -0.00717 14.83480 -10.97290 8.18378 0.43821 0. 0.
S1         0 1 24.35110 0. 0. 0. 0 6.41113 5.87612 5.54174 1.16540 0.00667 -0.00717 18.40740 -12.23280 8.18378 0.43970 0. 0.
Q2_in      0 1 24.50980 0. 0. 0. 0 4.68592 4.99682 5.54174 1.17001 0.00553 -0.00717 22.49540 -13.53130 8.18378 0.44094 0. 0.
Q2_cntr    0 1 24.65810 0. 0. 0. 0 3.51076 3.05400 2.94151 1.17587 0.00460 -0.00551 25.48030 -6.26428 1.57931 0.44191 0. 0.
Q2_out     0 1 24.80650 0. 0. 0. 0 2.81454 1.71560 1.40104 1.18345 0.00389 -0.00412 26.09270 2.20295 0.22431 0.44282 0. 0.
BND_in     0 1 25.30660 0. 0. 0. 0 1.44903 1.01496 1.40104 1.22327 0.00182 -0.00412 23.94540 2.09077 0.22431 0.44601 0. 0.
BND_1/4    0 1 25.78380 0. 0. 0. 0 0.86839 0.33046 1.27732 1.29294 0.03526 0.14382 19.96850 3.96652 0.83798 0.44948 0. 0.
BND_2/4    0 1 26.26110 0. 0. 0. 0 0.82740 -0.24522 1.28128 1.38773 0.13860 0.28843 16.37330 3.56659 0.83798 0.45368 0. 0.
BND_3/4    0 1 26.73830 0. 0. 0. 0 1.32967 -0.79946 1.23274 1.46261 0.30956 0.42670 13.15990 3.16666 0.83798 0.45886 0. 0.
BND_out    0 1 27.21560 0. 0. 0. 0 2.33128 -1.28384 1.13596 1.50614 0.54439 0.55560 10.32810 2.76673 0.83798 0.46537 0. 0.
SD         0 1 27.74800 0. 0. 0. 0 4.33141 -2.25133 1.40104 1.53293 0.86775 0.60734 6.74993 2.97248 1.45714 0.47553 0. 0.
Q3_in      0 1 27.90170 0. 0. 0. 0 5.05668 -2.46670 1.40104 1.53816 0.96111 0.60734 5.87049 2.74848 1.45714 0.47942 0. 0.
Q3_cntr    0 1 28.00800 0. 0. 0. 0 5.54756 -2.13814 1.00434 1.54135 1.02118 0.52215 5.35298 2.13574 1.03893 0.48244 0. 0.
Q3_out     0 1 28.11430 0. 0. 0. 0 5.96010 -1.73175 0.67095 1.54428 1.07193 0.43219 4.95703 1.60121 0.71895 0.48573 0. 0.
SF         0 1 28.42800 0. 0. 0. 0 7.11271 -1.94224 0.67095 1.55195 1.20752 0.43219 4.02312 1.37566 0.71895 0.49692 0. 0.
Q4_in      0 1 28.58210 0. 0. 0. 0 7.72744 -2.04567 0.67095 1.55526 1.27414 0.43219 3.61610 1.26483 0.71895 0.50335 0. 0.
Q4_cntr    0 1 28.68800 0. 0. 0. 0 8.05099 -0.99599 0.24742 1.55739 1.31044 0.25291 3.40709 0.71930 0.44536 0.50816 0. 0.
Q4_out     0 1 28.79380 0. 0. 0. 0 8.14504 0.11184 0.12431 1.55947 1.32755 0.06993 3.30855 0.21617 0.31637 0.51320 0. 0.
stv17      0 1 28.93900 0. 0. 0. 0 8.11519 0.09379 0.12431 1.56231 1.33770 0.06993 3.25246 0.17025 0.31637 0.52024 0. 0.
BPM17      0 1 29.06100 0. 0. 0. 0 8.09416 0.07863 0.12431 1.56471 1.34623 0.06993 3.21563 0.13165 0.31637 0.52624 0. 0.
IB_in      0 1 29.47070 0. 0. 0. 0 8.05060 0.02769 0.12431 1.57279 1.37488 0.06993 3.16086 0.00202 0.31637 0.54676 0. 0.
IB_cent    0 1 29.69422 0. 0. 0. 0 8.08376 0.00000 0.12370 1.57720 1.38606 0.00000 3.14497 0.00000 0.31797 0.55805 0. 0.
